file,name,aliases,title
man/043-item-bank-optimization.Rd,item_objective_spec,item_objective_spec|item_pareto_front|optimize_item_bank|audit_bank_decision_stability|plot.eye_item_pareto|plot.eye_item_bank_optimization|plot.eye_bank_decision_stability|plot_item_pareto|plot_objective_tradeoffs|plot_bank_information_coverage|plot_decision_stability|plot_selected_bank_profile,Multi-objective item-bank optimization
man/044-process-dif-fairness.Rd,fit_process_dif,fit_process_dif|monitor_dif_drift|decompose_dif_evidence|audit_fairness_transportability|plot.eye_process_dif|plot.eye_dif_drift|plot.eye_fairness_transportability|plot_group_icc_process_overlay|plot_process_dif_forest|plot_dif_drift_heatmap|plot_fairness_transport_matrix|plot_item_group_process_curves,Dynamic process-DIF and fairness drift
man/045-process-norms.Rd,fit_process_norms,fit_process_norms|predict_process_centiles|score_process_deviation|audit_norm_transportability|plot.eye_process_norms|plot.eye_norm_transportability|plot_process_centiles|plot_normative_fan|plot_person_normative_profile|plot_item_normative_deviation,Conditional process reference centiles
man/046-evidence-provenance-graph.Rd,build_evidence_graph,build_evidence_graph|trace_item_decision|compare_decision_provenance|audit_evidence_dependencies|plot.eye_evidence_graph|plot.eye_decision_trace|plot.eye_provenance_comparison|plot_evidence_graph|plot_item_decision_path|plot_metric_dependency_graph|plot_model_decision_impact,Evidence and decision provenance graphs
man/047-measurement-intelligence-adapters.Rd,fit_process_missingness_model,fit_process_missingness_model|crossmodal_recurrence_model|plot.eye_crossmodal_recurrence_model,Measurement-intelligence compatibility adapters
man/ablate_multimodal_channels.Rd,ablate_multimodal_channels,ablate_multimodal_channels,Create formal channel-ablation datasets
man/addm_glam_proxy_features.Rd,addm_glam_proxy_features,addm_glam_proxy_features,Compute aDDM/GLAM-inspired gaze-evidence proxy features
man/adjust_pupil_confounds.Rd,adjust_pupil_confounds,adjust_pupil_confounds,Extract confound-adjusted pupil values
man/advanced_model_evidence_spec.Rd,advanced_model_evidence_spec,advanced_model_evidence_spec,Specify evidence required to promote advanced model interfaces
man/advanced_validation_grid.Rd,advanced_validation_grid,advanced_validation_grid,Construct the advanced-model validation grid
man/algorithm_facet_effects.Rd,algorithm_facet_effects,algorithm_facet_effects,Extract algorithm facet effects
man/analysis_decision_entropy.Rd,analysis_decision_entropy,analysis_decision_entropy,Entropy of an explicitly enumerated analysis-decision space
man/analysis_environment_snapshot.Rd,analysis_environment_snapshot,analysis_environment_snapshot,Snapshot an eyeprocess analysis environment
man/analysis_resolution_guard.Rd,analysis_resolution_guard,analysis_resolution_guard,Audit compatibility between measurement resolution and an analysis target
man/aoi_membership_probability.Rd,aoi_membership_probability,aoi_membership_probability,AOI membership probabilities from uncertainty draws
man/aoi_trajectory_features.Rd,aoi_trajectory_features,aoi_trajectory_features,Extract AOI growth-curve/trajectory features
man/api_family_map.Rd,api_family_map,api_family_map,Map exported APIs to conceptual families
man/api_lifecycle_diff.Rd,api_lifecycle_diff,api_lifecycle_diff,Compare two API lifecycle registries
man/api_surface_summary.Rd,api_surface_summary,api_surface_summary,Summarise API surface by family and lifecycle status
man/apply_preflight_decision.Rd,apply_preflight_decision,apply_preflight_decision,Apply a pre-flight decision to data explicitly
man/apply_synthetic_corruption.Rd,apply_synthetic_corruption,apply_synthetic_corruption,Apply a synthetic corruption plan
man/as_irt_recovery_results.Rd,as_irt_recovery_results,as_irt_recovery_results,Canonicalise parameter-recovery results
man/assign_process_feature_family.Rd,assign_process_feature_family,assign_process_feature_family,Assign features to conservative process-feature families
man/audit_3pl_process_signatures.Rd,audit_3pl_process_signatures,audit_3pl_process_signatures,Identify items for descriptive 3PL/process review
man/audit_advanced_model_evidence.Rd,audit_advanced_model_evidence,audit_advanced_model_evidence,Audit advanced-model scientific evidence
man/audit_benchmark_release.Rd,audit_benchmark_release,audit_benchmark_release,Audit whether benchmark assets are ready for public release
man/audit_bias.Rd,audit_bias,audit_bias,Audit bias
man/audit_biometric_imputation.Rd,audit_biometric_imputation,audit_biometric_imputation,Alias emphasizing sensitivity rather than automatic replacement
man/audit_biometric_preflight.Rd,audit_biometric_preflight,audit_biometric_preflight,Audit incoming biometric/process data before modelling
man/audit_candidate_item_bank.Rd,audit_candidate_item_bank,audit_candidate_item_bank,Audit a candidate item bank against a seed model
man/audit_channel_incremental_information.Rd,audit_channel_incremental_information,audit_channel_incremental_information,Audit out-of-sample incremental information from a process channel
man/audit_convergence.Rd,audit_convergence,audit_convergence,Audit convergence and classified failures
man/audit_coverage.Rd,audit_coverage,audit_coverage,Audit coverage
man/audit_decision_provenance.Rd,audit_decision_provenance,audit_decision_provenance,Audit decision provenance and completeness
man/audit_distractor_attention.Rd,audit_distractor_attention,audit_distractor_attention,Audit distractor attention patterns
man/audit_eye_api.Rd,audit_eye_api,audit_eye_api,Audit API lifecycle completeness and replacement contracts
man/audit_eye_pipeline.Rd,audit_eye_pipeline,audit_eye_pipeline,Audit a pipeline definition or completed run
man/audit_frontier_model_contract.Rd,audit_frontier_model_contract,audit_frontier_model_contract,Audit whether a gated frontier model has a minimum evidence contract
man/audit_identifiability.Rd,audit_identifiability,audit_identifiability,Audit empirical identifiability from replicate estimates
man/audit_interval_width.Rd,audit_interval_width,audit_interval_width,Audit interval width
man/audit_irf_shape.Rd,audit_irf_shape,audit_irf_shape,Audit item response-function shape departures
man/audit_item_reduction_sensitivity.Rd,audit_item_reduction_sensitivity,audit_item_reduction_sensitivity,Run stepwise Rasch item-reduction as a sensitivity analysis
man/audit_latent_distribution.Rd,audit_latent_distribution,audit_latent_distribution,Audit the empirical latent-trait distribution
man/audit_measurement_transportability.Rd,audit_measurement_transportability,audit_measurement_transportability,Summarise measurement transportability across held-out groups
man/audit_model_promotion.Rd,audit_model_promotion,audit_model_promotion,Audit promotion readiness for advanced model families
man/audit_multimodal_identifiability.Rd,audit_multimodal_identifiability,audit_multimodal_identifiability,Audit basic multimodal design identifiability
man/audit_multimodal_m2_identifiability.Rd,audit_multimodal_m2_identifiability,audit_multimodal_m2_identifiability,Audit structural and data identifiability for M0-M2
man/audit_multimodal_m3_identifiability.Rd,audit_multimodal_m3_identifiability,audit_multimodal_m3_identifiability,Audit structural and measurement support for M3
man/audit_multimodal_m4_identifiability.Rd,audit_multimodal_m4_identifiability,audit_multimodal_m4_identifiability,Audit M4 structural and posterior identifiability
man/audit_multimodal_measurement.Rd,audit_multimodal_measurement,audit_multimodal_measurement,Audit a multimodal measurement object
man/audit_multivariate_process_quality.Rd,audit_multivariate_process_quality,audit_multivariate_process_quality,Alias emphasizing data-quality interpretation of process anomaly auditing
man/audit_nonparametric_rasch.Rd,audit_nonparametric_rasch,audit_nonparametric_rasch,Run nonparametric Rasch diagnostics with eRm
man/audit_presentation_accessibility.Rd,audit_presentation_accessibility,audit_presentation_accessibility,Audit presentation/accessibility sensitivity without clinical inference
man/audit_process_adjusted_dif.Rd,audit_process_adjusted_dif,audit_process_adjusted_dif,Audit DIF before and after process-data adjustment
man/audit_process_anomalies.Rd,audit_process_anomalies,audit_process_anomalies,Audit multivariate process/data-quality anomalies
man/audit_process_drift.Rd,audit_process_drift,audit_process_drift,Audit post-deployment psychometric and biometric drift
man/audit_process_external_validity.Rd,audit_process_external_validity,audit_process_external_validity,Audit external/structural validity of process traits
man/audit_process_local_dependence.Rd,audit_process_local_dependence,audit_process_local_dependence,Audit inter-option/process local dependence
man/audit_process_measurement_invariance.Rd,audit_process_measurement_invariance,audit_process_measurement_invariance,Audit process measurement invariance across facets
man/audit_process_window_sensitivity.Rd,audit_process_window_sensitivity,audit_process_window_sensitivity,Audit sensitivity of process summaries to temporal window choices
man/audit_pupil_fatigue_drift.Rd,audit_pupil_fatigue_drift,audit_pupil_fatigue_drift,Audit within-person pupil fatigue/trial-order drift
man/audit_pupil_frequency_stability.Rd,audit_pupil_frequency_stability,audit_pupil_frequency_stability,Audit stability of pupil frequency features across window lengths
man/audit_pupil_preprocessing_order.Rd,audit_pupil_preprocessing_order,audit_pupil_preprocessing_order,Audit declared order of pupil preprocessing steps
man/audit_rmse.Rd,audit_rmse,audit_rmse,Audit rmse
man/audit_roundtrip_loss.Rd,audit_roundtrip_loss,audit_roundtrip_loss,Audit semantic and numerical loss after a round trip
man/audit_sampling_irregularity.Rd,audit_sampling_irregularity,audit_sampling_irregularity,Audit sampling irregularity
man/audit_sbc.Rd,audit_sbc,audit_sbc,Audit SBC rank uniformity
man/audit_signal_filter.Rd,audit_signal_filter,audit_signal_filter,Summarize a signal-filter audit
man/audit_temporal_leakage.Rd,audit_temporal_leakage,audit_temporal_leakage,Audit temporal leakage in a feature provenance table
man/audit_validation_completion.Rd,audit_validation_completion,audit_validation_completion,Audit whether a validation programme is complete
man/audit_vendor_field_coverage.Rd,audit_vendor_field_coverage,audit_vendor_field_coverage,Audit vendor field coverage against canonical semantics
man/audit_vendor_validation.Rd,audit_vendor_validation,audit_vendor_validation,Audit a multi-vendor validation corpus
man/audit_visual_context_dependence.Rd,audit_visual_context_dependence,audit_visual_context_dependence,Audit visual-context dependence
man/bayesian_process_diagnostic_flags.Rd,bayesian_process_diagnostic_flags,bayesian_process_diagnostic_flags,Extract compact Bayesian process-model diagnostic flags
man/bayesian_process_diagnostics_dashboard.Rd,bayesian_process_diagnostics_dashboard,bayesian_process_diagnostics_dashboard,Summarize Bayesian process-model diagnostics
man/benchmark_expected_outputs.Rd,benchmark_expected_outputs,benchmark_expected_outputs,Return expected benchmark outputs
man/benchmark_eye_storage.Rd,benchmark_eye_storage,benchmark_eye_storage,Benchmark storage formats and query operations
man/benchmark_eyeprocess.Rd,benchmark_eyeprocess,benchmark_eyeprocess,Benchmark an eyeprocess operation
man/benchmark_memory_estimate.Rd,benchmark_memory_estimate,benchmark_memory_estimate,Memory estimate for an R object or generated problem size
man/benchmark_scaling_curve.Rd,benchmark_scaling_curve,benchmark_scaling_curve,Estimate scaling exponent from benchmark results
man/bind_process_windows.Rd,bind_process_windows,bind_process_windows,Bind compatible process-window objects
man/biometric_imputation_sensitivity.Rd,biometric_imputation_sensitivity,biometric_imputation_sensitivity,Run biometric-feature imputation as a sensitivity analysis
man/bootstrap_process_reliability.Rd,bootstrap_process_reliability,bootstrap_process_reliability,Bootstrap ICC reliability by resampling participants
man/build_compatibility_matrix.Rd,build_compatibility_matrix,build_compatibility_matrix,Build the declared/fixture/empirical compatibility matrix
man/build_gazepoint_media_trials.Rd,build_gazepoint_media_trials,build_gazepoint_media_trials,Reconstruct media presentations as analysis trials
man/calibration_drift_profile.Rd,calibration_drift_profile,calibration_drift_profile,Calibration drift profile across sessions/batches
man/calibration_error_model.Rd,calibration_error_model,calibration_error_model,Build an empirical bivariate calibration-error model
man/calibration_sensitivity_grid.Rd,calibration_sensitivity_grid,calibration_sensitivity_grid,Sensitivity grid for deterministic calibration offsets
man/calibration_transfer_audit.Rd,calibration_transfer_audit,calibration_transfer_audit,Audit transfer of calibration across devices/sessions/sites
man/canonical_eye_api.Rd,canonical_eye_api,canonical_eye_api,Canonical API mapping
man/classify_item_missingness.Rd,classify_item_missingness,classify_item_missingness,Classify item missingness using exposure and response evidence
man/collect_eye_storage.Rd,collect_eye_storage,collect_eye_storage,Collect a disk-backed eye dataset
man/collect_validation_evidence.Rd,collect_validation_evidence,collect_validation_evidence,Collect validation evidence into a common bundle
man/collect_validation_jobs.Rd,collect_validation_jobs,collect_validation_jobs,Collect validation checkpoints from one or more directories
man/compare_aoi_methods.Rd,compare_aoi_methods,compare_aoi_methods,Compare explicit AOI assignment methods
man/compare_aoi_trajectories.Rd,compare_aoi_trajectories,compare_aoi_trajectories,Compare AOI trajectory feature objects
man/compare_bayesian_process_models.Rd,compare_bayesian_process_models,compare_bayesian_process_models,Compare Bayesian process models by LOO or Bayes factor
man/compare_decision_manifests.Rd,compare_decision_manifests,compare_decision_manifests,Compare two research decision manifests
man/compare_deployment_batches.Rd,compare_deployment_batches,compare_deployment_batches,Compare two deployment batches descriptively
man/compare_diffusion_accuracy_rt.Rd,compare_diffusion_accuracy_rt,compare_diffusion_accuracy_rt,Compare diffusion and conventional accuracy-RT models
man/compare_dynamic_transition_models.Rd,compare_dynamic_transition_models,compare_dynamic_transition_models,Compare dynamic transition models
man/compare_engine_adapters.Rd,compare_engine_adapters,compare_engine_adapters,Compare multiple external-engine adapter results
man/compare_fixation_methods.Rd,compare_fixation_methods,compare_fixation_methods,Compare explicit fixation-detection methods
man/compare_functional_scalar_models.Rd,compare_functional_scalar_models,compare_functional_scalar_models,Compare functional and scalar pupil summaries
man/compare_hard_probabilistic_aoi.Rd,compare_hard_probabilistic_aoi,compare_hard_probabilistic_aoi,Compare hard and probabilistic AOI assignments
man/compare_irt_models.Rd,compare_irt_models,compare_irt_models,Compare multimodal IRT model objects
man/compare_latent_distribution_models.Rd,compare_latent_distribution_models,compare_latent_distribution_models,Compare simple latent-distribution reference models
man/compare_model_engines.Rd,compare_model_engines,compare_model_engines,Compare equivalent model engines
man/compare_parametric_nonparametric_irf.Rd,compare_parametric_nonparametric_irf,compare_parametric_nonparametric_irf,Compare conventional logistic and flexible IRF shapes
man/compare_presentation_fairness.Rd,compare_presentation_fairness,compare_presentation_fairness,Compare outcomes across presentation variants
man/compare_process_criterion_models.Rd,compare_process_criterion_models,compare_process_criterion_models,Compare process external-validity models
man/compare_process_models.Rd,compare_process_models,compare_process_models,Compare explicit process-model specifications
man/compare_process_profile_solutions.Rd,compare_process_profile_solutions,compare_process_profile_solutions,Compare candidate process-profile solutions
man/compare_pupil_kernels.Rd,compare_pupil_kernels,compare_pupil_kernels,Compare pupil deconvolution kernels
man/compare_pupil_preprocessing.Rd,compare_pupil_preprocessing,compare_pupil_preprocessing,Compare explicit pupil-preprocessing methods
man/compare_raw_adjusted_pupil.Rd,compare_raw_adjusted_pupil,compare_raw_adjusted_pupil,Compare raw and confound-adjusted pupil values
man/compare_reproducibility_fingerprints.Rd,compare_reproducibility_fingerprints,compare_reproducibility_fingerprints,Compare two reproducibility fingerprints
man/compare_signal_filters.Rd,compare_signal_filters,compare_signal_filters,Compare multiple signal filters
man/compare_strategy_heterogeneity.Rd,compare_strategy_heterogeneity,compare_strategy_heterogeneity,Compare mixture and continuous heterogeneity descriptions
man/compare_validation_engines.Rd,compare_validation_engines,compare_validation_engines,Compare validation engines on common recovery output
man/compare_vendor_semantics.Rd,compare_vendor_semantics,compare_vendor_semantics,Compare semantic mappings between vendors
man/compare_visual_context_irt.Rd,compare_visual_context_irt,compare_visual_context_irt,Compare base and visual-context IRT models
man/compatibility_evidence_matrix.Rd,compatibility_evidence_matrix,compatibility_evidence_matrix,Build a detailed compatibility evidence matrix
man/context_factor_effects.Rd,context_factor_effects,context_factor_effects,Extract visual-context factor effects/loadings
man/coordinate_fidelity_audit.Rd,coordinate_fidelity_audit,coordinate_fidelity_audit,Coordinate semantic-fidelity audit
man/coverage_calibration_curve.Rd,coverage_calibration_curve,coverage_calibration_curve,Interval coverage calibration curve
man/create_public_benchmark.Rd,create_public_benchmark,create_public_benchmark,"Create a public, de-identified benchmark bundle"
man/cross_device_process_equating_audit.Rd,cross_device_process_equating_audit,cross_device_process_equating_audit,Cross-device process-scale equating audit
man/cross_version_adapter_regression.Rd,cross_version_adapter_regression,cross_version_adapter_regression,Compare adapter output across software/format versions
man/crossed_grouped_cv.Rd,crossed_grouped_cv,crossed_grouped_cv,Cross-classified grouped cross-validation
man/crossed_grouped_folds.Rd,crossed_grouped_folds,crossed_grouped_folds,Create cross-classified grouped folds
man/data_quality_reporting_table.Rd,data_quality_reporting_table,data_quality_reporting_table,Compact reporting table for eye-tracking data quality
man/decision_manifest_diff.Rd,decision_manifest_diff,decision_manifest_diff,Alias for manifest comparison emphasizing changed decision paths
man/decision_manifest_hash.Rd,decision_manifest_hash,decision_manifest_hash,Stable hash of decision content
man/decision_manifest_table.Rd,decision_manifest_table,decision_manifest_table,Flatten a decision manifest to a table
man/decision_space_coverage.Rd,decision_space_coverage,decision_space_coverage,Coverage of a declared decision space by evaluated specifications
man/decision_stability.Rd,decision_stability,decision_stability,Overall decision-stability summary
man/decode_dynamic_states.Rd,decode_dynamic_states,decode_dynamic_states,Decode latent or fitted transition states
man/derive_gazepoint_workflow_features.Rd,derive_gazepoint_workflow_features,derive_gazepoint_workflow_features,Derive the complete Gazepoint workflow feature set
man/detect_corrupt_partitions.Rd,detect_corrupt_partitions,detect_corrupt_partitions,"Detect missing, truncated, or modified partitions"
man/detect_irt_changepoints.Rd,detect_irt_changepoints,detect_irt_changepoints,Detect IRT/process change points using an SIC-inspired multichannel score
man/detect_process_changepoint.Rd,detect_process_changepoint,detect_process_changepoint,Detect a response-process change point
man/device_facet_effects.Rd,device_facet_effects,device_facet_effects,Extract device facet effects
man/diffusion_identification_study.Rd,diffusion_identification_study,diffusion_identification_study,Construct a simulation-based identification study
man/diffusion_parameter_diagnostics.Rd,diffusion_parameter_diagnostics,diffusion_parameter_diagnostics,Diagnose diffusion-parameter trade-offs and sampling
man/diffusion_posterior_predictive.Rd,diffusion_posterior_predictive,diffusion_posterior_predictive,Posterior predictive summaries for accuracy and RT
man/distractor_process_map.Rd,distractor_process_map,distractor_process_map,Build a distractor process map
man/drift_by_device.Rd,drift_by_device,drift_by_device,Drift audit stratified by device
man/drift_by_site.Rd,drift_by_site,drift_by_site,Drift audit stratified by study site
man/drift_by_stimulus_version.Rd,drift_by_stimulus_version,drift_by_stimulus_version,Drift audit stratified by stimulus version
man/drift_by_vendor.Rd,drift_by_vendor,drift_by_vendor,Drift audit stratified by vendor
man/dynamic_irtree_recovery.Rd,dynamic_irtree_recovery,dynamic_irtree_recovery,Evaluate dynamic-state recovery under misclassification
man/dynamic_irtree_spec.Rd,dynamic_irtree_spec,dynamic_irtree_spec,Specify a hardened dynamic gaze-state IRTree
man/dynamic_posterior_predictive_check.Rd,dynamic_posterior_predictive_check,dynamic_posterior_predictive_check,Posterior predictive checks for dynamic state models
man/dynamic_transition_design.Rd,dynamic_transition_design,dynamic_transition_design,Build an explicit dynamic-transition design matrix
man/effective_sampling_frequency.Rd,effective_sampling_frequency,effective_sampling_frequency,Estimate effective sampling frequency from timestamps
man/encode_response_combinations.Rd,encode_response_combinations,encode_response_combinations,Encode multiple-response item response combinations
man/engine_adapter_status.Rd,engine_adapter_status,engine_adapter_status,Report an adapter's availability and contract
man/equate_irt_scales.Rd,equate_irt_scales,equate_irt_scales,Equate IRT scales using anchor item parameters
man/estimate_calibration_error.Rd,estimate_calibration_error,estimate_calibration_error,Estimate empirical calibration/validation error
man/estimate_visual_exposure_probability.Rd,estimate_visual_exposure_probability,estimate_visual_exposure_probability,Estimate visual exposure probability
man/evaluate_validation_acceptance.Rd,evaluate_validation_acceptance,evaluate_validation_acceptance,Evaluate a validation acceptance rule
man/event_roundtrip_audit.Rd,event_roundtrip_audit,event_roundtrip_audit,Audit event survival across an interchange round trip
man/event_semantics_audit.Rd,event_semantics_audit,event_semantics_audit,Audit event semantic preservation
man/expand_eyeprocess_stress_evidence_plan.Rd,expand_eyeprocess_stress_evidence_plan,expand_eyeprocess_stress_evidence_plan,Expand a stress evidence plan into one-factor-at-a-time scenarios
man/expand_eyeprocess_validation_plan.Rd,expand_eyeprocess_validation_plan,expand_eyeprocess_validation_plan,Expand a validation-evidence plan to a scenario table
man/expand_process_validation_design.Rd,expand_process_validation_design,expand_process_validation_design,Expand a process-validation design into explicit conditions
man/expected_process_information.Rd,expected_process_information,expected_process_information,Expected process-aware item utility under a theta distribution
man/explain_latent_interaction.Rd,explain_latent_interaction,explain_latent_interaction,Explain local person-item latent-space interactions
man/export_eye_bids.Rd,export_eye_bids,export_eye_bids,Export Eye-Tracking-BIDS physiological recordings
man/export_eye_pipeline.Rd,export_eye_pipeline,export_eye_pipeline,Export a pipeline manifest and optional run status
man/export_prov_json.Rd,export_prov_json,export_prov_json,Export lightweight PROV-oriented JSON
man/export_ro_crate_metadata.Rd,export_ro_crate_metadata,export_ro_crate_metadata,Export minimal RO-Crate 1.3 metadata
man/export_validation_bundle.Rd,export_validation_bundle,export_validation_bundle,Export a validation evidence bundle
man/external_eye_adapters.Rd,external_eye_adapters,external_eye_adapters|as_eyeprocess_eyetools|as_eyeprocess_eyetrackingr|as_eyeprocess_gazer|as_eyeprocess_eyeris|as_eyeprocess_pupillometryr,Convert common external eye-tracking objects
man/external_model_engines.Rd,external_model_engines,external_model_engines,List external engine adapters
man/external_validate_irt.Rd,external_validate_irt,external_validate_irt,External validation on a completely held-out dataset
man/extract_diffusion_parameters.Rd,extract_diffusion_parameters,extract_diffusion_parameters,Extract diffusion parameter summaries
man/extract_functional_pupil_parameters.Rd,extract_functional_pupil_parameters,extract_functional_pupil_parameters,Extract functional pupil parameters for validation
man/extract_parameter_truth.Rd,extract_parameter_truth,extract_parameter_truth,Extract canonical parameter truth from simulated data
man/extract_process_windows.Rd,extract_process_windows,extract_process_windows,Extract standardized sliding-window process features
man/eye_analysis_pipeline.Rd,eye_analysis_pipeline,eye_analysis_pipeline,Construct a governed analysis pipeline
man/eye_analysis_spec.Rd,eye_analysis_spec,eye_analysis_spec,Define explicit analysis decisions for an eyeprocess workflow
man/eye_api_inventory.Rd,eye_api_inventory,eye_api_inventory,Inventory the public eyeprocess API
man/eye_api_lifecycle.Rd,eye_api_lifecycle,eye_api_lifecycle,Normalize or create an API lifecycle registry
man/eye_api_recommendation.Rd,eye_api_recommendation,eye_api_recommendation,Lifecycle recommendation for API review
man/eye_api_status.Rd,eye_api_status,eye_api_status,Lookup lifecycle status for one or more APIs
man/eye_api_superseded.Rd,eye_api_superseded,eye_api_superseded,Return superseded/deprecated compatibility interfaces
man/eye_benchmark_design.Rd,eye_benchmark_design,eye_benchmark_design,Define a computational benchmark design
man/eye_decision_manifest.Rd,eye_decision_manifest,eye_decision_manifest,Create a machine-readable research decision manifest
man/eye_pipeline_dot.Rd,eye_pipeline_dot,eye_pipeline_dot,Render pipeline dependencies as Graphviz DOT
man/eye_pipeline_graph.Rd,eye_pipeline_graph,eye_pipeline_graph,Return pipeline vertices and dependency edges
man/eye_pipeline_manifest.Rd,eye_pipeline_manifest,eye_pipeline_manifest,Machine-readable pipeline manifest
man/eye_pipeline_mermaid.Rd,eye_pipeline_mermaid,eye_pipeline_mermaid,Render pipeline dependencies as Mermaid flowchart text
man/eye_pipeline_step.Rd,eye_pipeline_step,eye_pipeline_step,Define a governed pipeline step
man/eye_prov_graph.Rd,eye_prov_graph,eye_prov_graph,Construct a lightweight provenance graph
man/eye_reproducibility_fingerprint.Rd,eye_reproducibility_fingerprint,eye_reproducibility_fingerprint,Construct a reproducibility fingerprint
man/eye_session_manifest.Rd,eye_session_manifest,eye_session_manifest,Create a session-level provenance manifest
man/eye_storage_spec.Rd,eye_storage_spec,eye_storage_spec,Specify disk-backed eyeprocess storage
